-14520	-1252	4340	-886	366	75
-14888	-1220	4384	-763	412	93
-14572	-1348	4232	-826	458	72
-15652	-1408	4532	-525	851	197
-16444	-1168	4628	-423	386	197
-15344	-1068	4584	-821	-56	-36
-15464	-1440	4644	-121	547	-611
-15956	-632	5080	449	-295	-827
-14664	-844	4320	181	-915	-1001
-13720	-932	4148	375	-988	-1227
-14276	-1000	4084	589	-667	-1143
-14892	-472	4188	119	-718	-653
-14812	-592	4084	-932	-520	-174
-15188	-1264	4144	-1155	-125	50
-15252	-988	4428	-909	97	165
-15500	-744	4288	-1316	133	98
-15248	-1136	4464	-1412	-111	-141
-15056	-1156	4228	-1016	-242	-440
-14748	-1084	4180	-579	-277	-621
-14552	-1060	4168	-419	-297	-677
-15092	-888	4084	-433	81	-392
-15428	-900	4392	-582	-102	66
-14800	-1336	4176	-408	93	381
-14892	-1112	4308	-124	344	316
-14820	-972	4228	-158	355	297
-15160	-1032	4304	-290	629	330
-15104	-1140	4220	-310	384	400
-15060	-1388	4264	-204	550	387
-15468	-1016	4320	-190	448	365
-15480	-988	4300	-667	298	322
-15512	-1120	4428	-840	162	45
-15444	-944	4320	-645	-248	-182
-14912	-1252	4204	-306	-303	-369
-14492	-924	4128	-730	-477	-444
-14320	-984	4052	-824	-206	-228
-14464	-1052	4124	-1176	80	202
-14684	-1376	4220	-988	442	656
-15176	-1380	4388	-782	791	949
-15624	-1236	4400	-638	835	1037
-15620	-1112	4184	-566	657	940
-15480	-1108	4308	-361	543	628
-15216	-1020	4264	-36	300	274
-15144	-948	4368	202	287	66
-15040	-804	4312	181	125	98
-14988	-972	4116	168	180	291
-15260	-840	4336	358	277	529
-15356	-852	4400	315	256	780
-15444	-916	4224	488	269	832
-15256	-796	4236	718	195	761
-15460	-660	4388	783	96	700
-15496	-784	4272	782	-122	605
-15316	-684	4308	868	-246	522
-15216	-640	4380	885	-337	411
-15028	-588	4368	1011	-452	353
-14996	-352	4224	812	-428	338
-15016	-404	4284	705	-545	310
-14844	-384	4228	601	-464	221
-15044	-408	4132	492	-487	213
-15124	-332	4172	324	-594	111
-15200	-360	4288	95	-664	132
-15136	-260	4348	-2	-833	12
-14748	-184	4356	-170	-903	-31
-14744	-336	4380	-294	-800	-147
-14716	-140	4380	-474	-767	-247
-14632	-328	4404	-563	-630	-240
-14584	-332	4468	-546	-457	-165
-14780	-456	4428	-395	-185	-69
-15084	-132	4584	-340	-87	82
-14980	-228	4600	-369	-26	196
-15048	-148	4808	-202	-61	214
-14820	-44	4668	-286	-178	169
-14628	-108	4504	-406	-130	68
-14828	20	4720	-515	-129	0
-14804	-204	4800	-626	-165	-32
-14808	-200	4916	-512	-30	-10
-14944	-44	4764	-479	39	39
-14948	-212	4896	-434	116	84
-14856	-104	4780	-169	190	191
-15192	-88	4928	-15	298	280
-15088	-52	4848	32	91	292
-14996	28	4980	133	37	190
-15008	-8	4800	141	-50	126
-14936	80	4768	150	-127	99
-14668	140	4884	-145	-120	139
-14824	120	4776	-274	-55	155
-14768	140	4812	-416	-97	178
-14932	72	4892	-578	-44	167
-14996	116	4836	-674	-152	161
-15016	104	4688	-705	-246	154
-14856	104	4932	-833	-248	62
-14892	120	4800	-913	-238	105
-14788	-20	4716	-894	-194	119
-14760	-80	4740	-773	-84	142
-14824	40	5048	-801	-22	212
-14796	-80	4972	-822	42	250
-14828	-128	4736	-721	154	269
-14904	20	4920	-617	169	208
-15016	-16	4812	-667	97	155
-14860	4	5076	-624	59	84
-14844	-24	4872	-607	121	-4
-14804	-52	4732	-631	93	27
-14768	-24	5048	-568	116	74
-14880	84	5076	-606	166	166
-14920	-88	4952	-522	158	95
-14840	-8	5088	-345	117	-44
-14892	8	4924	-354	39	-154
-14852	-28	5160	-322	-64	-199
-14772	108	5052	-280	-37	-199
-14800	36	5040	-320	-4	-166
-14780	132	4976	-366	-10	-148
-14940	60	4968	-419	-19	-68
-14916	44	4772	-568	-52	-42
-14932	-4	4952	-472	-69	-93
-14752	-44	4944	-323	-23	-212
-14832	16	4828	-392	28	-243
-14868	-120	4904	-411	73	-238
-14812	-84	4912	-179	139	-220
-14964	56	4744	-230	86	-243
-14900	32	4716	-345	118	-239
-14880	-76	4892	-334	142	-251
-14864	48	4904	-323	178	-172
-14896	-48	4860	-432	270	-120
-14876	-12	4856	-386	260	-60
-14996	36	4924	-379	310	-18
-14928	100	5008	-428	272	-25
-15028	36	4880	-420	246	-54
-15168	200	5108	-266	224	-49
-15016	304	4988	-691	55	6
-14856	296	4772	-967	-1	127
-14832	196	4984	-943	82	235
-14884	192	5088	-969	12	417
-14712	200	4944	-1088	72	539
-14844	168	4908	-1276	111	655
-15000	8	5116	-997	9	619
-15024	256	5048	-1036	-77	501
-14968	216	4848	-1449	-282	531
-14952	-140	5096	-1202	-317	561
-14816	-68	5360	-814	-302	561
-15032	344	5428	-606	-356	638
-14920	600	5384	-1006	-611	760
-14652	200	5392	-1286	-609	924
-14788	-28	5552	-934	-594	967
-14820	216	5392	-512	-635	934
-14756	316	5292	-714	-659	908
-14772	56	5156	-816	-746	832
-14808	396	5020	-901	-675	775
-14812	168	5068	-1367	-711	703
-14844	-52	5108	-1356	-654	645
-14864	392	5060	-1620	-736	577
-14900	264	5024	-2388	-686	476
-14800	-8	4908	-2634	-744	411
-14680	436	5116	-2667	-658	206
-14724	432	5300	-3136	-548	206
-14640	-72	5288	-3425	-531	158
-14404	-240	5212	-2797	-403	147
-14668	-88	5192	-2461	-279	32
-14712	-48	5184	-2080	-195	-76
-14384	-388	5092	-1253	-78	-230
-14512	-160	5104	-337	297	-367
-14504	-116	5216	190	370	-368
-14360	-48	5048	483	685	-326
-14656	76	5256	693	868	-240
-14780	60	5104	513	948	-206
-14736	12	5016	655	984	-211
-14732	264	5308	690	1048	-350
-14940	588	5460	127	1061	-405
-14876	256	5428	-278	969	-427
-14852	216	5492	-204	946	-460
-14992	512	5456	-204	811	-397
-14920	344	5548	-575	687	-283
-14944	304	5492	-376	644	-90
-14820	272	5584	-227	615	-83
-14856	216	5568	-47	606	16
-14872	176	5632	312	489	80
-14892	520	5496	349	321	17
-14988	348	5468	-33	71	5
-14900	112	5416	-66	-76	40
-14992	296	5244	-74	-197	-42
-14932	380	5080	-345	-308	-28
-14732	76	5080	-603	-311	-27
-14768	12	5148	-523	-276	26
-14860	160	5184	-530	-137	75
-15016	120	5232	-588	-113	150
-14876	8	5088	-485	-199	114
-14820	176	5220	-381	-359	-55
-14440	228	4876	-590	-448	-273
-14544	152	4916	-593	-329	-391
-14624	-12	4992	-668	-187	-303
-14704	-40	5088	-575	-13	-160
-14572	4	5192	-477	275	-12
-14752	-40	5128	-331	397	25
-14872	-8	5220	-121	464	-22
-14916	48	5232	72	470	-97
-14948	92	5184	162	324	-221
-14944	100	5016	189	201	-370
-14868	224	5264	75	75	-411
-14752	152	5120	-149	140	-341
-14712	184	5300	-88	153	-217
-14704	332	5184	-306	219	-130
-14844	204	5132	-473	163	-28
-14888	176	5184	-345	178	25
-14832	264	5144	-305	192	38
-14892	92	5188	-298	208	-23
-14916	136	5124	-131	234	-93
-14864	120	5036	-36	212	-95
-14856	108	5192	-58	166	-71
-14888	64	5052	44	151	-86
-14844	308	5072	-162	121	-41
-14680	48	5044	-321	100	-24
-14752	-64	4872	-208	147	-14
-14768	180	4840	-457	95	-10
-14788	-124	4952	-510	170	-15
-15000	-12	4956	-320	230	-49
-14940	96	4996	-330	251	-82
-14836	-124	5052	-323	279	-140
-14940	12	5164	-157	284	-232
-14832	68	5176	-127	124	-252
-14760	-24	4988	-94	131	-251
-15016	224	5108	-66	101	-234
-14856	120	5184	-227	129	-195
-14872	92	4908	-194	106	-196
-14844	288	5040	-318	111	-159
-14828	196	5012	-364	42	-84
-14856	216	5260	-441	78	-19
-14936	188	5148	-427	12	59
-14824	268	5184	-434	19	11
-14944	208	4940	-612	-103	-9
-14768	20	4864	-640	-99	-19
-14800	-12	4912	-557	7	-33
-14784	32	4856	-523	69	52
-14852	-136	4812	-330	315	88
-15000	-124	4892	-144	284	128
-15012	-120	4832	-45	305	34
-15048	-52	4824	-89	205	-63
-14940	64	4972	-98	111	-214
-14976	164	4960	-249	95	-281
-14972	232	4972	-491	-4	-207
-14800	72	4952	-681	-95	-130
-14692	0	5128	-697	-33	-59
-14892	192	4796	-823	-122	-9
-14868	68	4896	-888	-101	2
-14920	52	5100	-712	-79	-26
-14900	-36	5036	-566	18	-19
-14792	-20	5140	-420	159	-5
-14928	-76	5000	-276	252	78
-14920	-32	4900	-81	294	124
-14896	-12	4968	-72	272	108
-14908	4	4976	-166	211	65
-14940	140	4984	-248	174	16
-14876	44	5008	-379	167	5
-14832	-120	5084	-425	137	-27
-14860	-160	4924	-364	105	-66
-14988	204	5100	-351	20	-111
-14836	-8	5004	-480	-23	-203
-14776	48	5132	-203	41	-256
-14844	32	4912	-258	93	-204
-14960	-76	4944	-127	-16	-119
-14812	44	5028	-124	64	-86
-14988	160	4900	-224	-27	-28
-14860	136	4924	-334	-18	-60
-14872	-168	4864	-309	-5	-160
-14876	152	4948	-282	-33	-128
-14964	-88	5036	-341	1	-84
-14856	-76	4976	-257	57	-22
-14872	56	4816	-207	57	-64
-15056	-56	5012	-238	57	-55
-14984	120	4896	-274	-19	-63
-14992	96	4836	-356	-18	-76
-14868	24	4768	-442	24	-69
-14832	108	4892	-363	124	7
-14756	112	4960	-336	126	29
-14736	24	4856	-349	159	101
-14672	124	4984	-296	267	118
-15080	36	4948	-327	123	121
-14948	60	4848	-468	30	84
-14648	20	5020	-519	61	-7
-14800	44	4916	-627	93	35
-14756	-104	4960	-666	212	111
-14828	-300	5012	-445	292	129
-15024	-208	5068	-254	256	123
-15012	-16	5144	-201	159	-29
-14944	-76	5116	-123	65	-210
-15068	92	5056	-106	-43	-375
-14956	84	4952	-255	-153	-418
-14800	16	4960	-368	-144	-351
-14900	88	5140	-285	-78	-246
-14872	136	5000	-361	-64	-118
-14832	0	5120	-228	37	-56
-14840	80	4980	-42	60	-7
-15012	116	5136	-27	-3	36
-14920	128	4976	-40	-119	35
-14948	176	5052	-177	-167	-31
-14736	280	4796	-381	-186	-95
-14964	112	4764	-546	-170	-102
-14732	88	4840	-627	-128	-57
-14744	16	4808	-728	-19	101
-14800	-108	4952	-606	149	216
-14744	-12	5012	-461	256	267
-15088	-16	4884	-363	294	243
-14988	56	4884	-354	146	110
-14924	-12	4816	-391	96	7
-14936	96	4884	-339	124	-80
-14720	64	4984	-407	142	-83
-14772	60	4976	-463	240	-17
-14780	24	5112	-368	362	69
-14820	-48	5144	-229	384	141
-14860	-52	5176	-126	360	175
-14968	4	5116	-11	212	141
-14924	4	4896	-31	70	74
-14892	124	4988	-179	-1	37
-15028	212	5120	-363	11	-11
-14968	104	5032	-627	-67	-52
-14760	-72	4836	-748	24	-132
-14868	116	5024	-805	-55	-190
-14832	-24	4988	-863	-84	-250
-14788	-160	4956	-664	-91	-253
-14748	-80	4996	-597	-43	-255
-14756	-84	4692	-507	73	-208
-14776	-124	4808	-277	174	-155
-15000	80	4892	-95	224	-124
-15076	12	4868	-63	260	-159
-14996	64	4864	71	229	-283
-15056	112	5064	-65	309	-349
-14976	116	5032	-46	111	-325
-14856	84	5040	-128	189	-224
-14940	132	5040	-87	125	-129
-14864	284	5076	-137	56	17
-14956	104	4912	-80	11	47
-14972	176	5072	-45	35	106
-15016	96	4828	-140	13	143
-14856	228	4944	-177	-36	112
-14972	152	4788	-345	-34	95
-14744	240	4736	-611	-109	56
-14732	120	4796	-785	-43	88
-14764	152	5056	-882	72	167
-14820	0	4892	-848	194	240
-14816	-152	4948	-643	314	319
-14840	-96	5060	-385	349	296
-14944	-180	5080	-285	317	210
-14848	-76	4948	-66	189	91
-14828	4	5060	-64	91	-53
-14900	-52	4908	-187	-11	-162
-14828	-48	4904	-248	24	-190
-14876	48	4928	-333	-5	-132
-14888	-28	5084	-470	23	-117
-15012	-60	4876	-431	-28	-182
-14960	-60	5048	-326	-112	-325
-14956	48	4756	-247	-110	-387
-15048	-20	4992	-108	-129	-418
-14980	252	4984	-115	-54	-358
-15068	224	5020	-22	46	-275
-14892	172	4784	141	99	-229
-14900	84	4896	255	124	-201
-14876	480	4960	308	118	-67
-14844	320	5048	98	117	73
-14868	272	5100	-45	55	283
-14700	424	4884	-240	-11	358
-14936	292	4824	-532	-62	374
-14648	156	4808	-589	-101	298
-14964	164	5076	-738	29	273
-14948	100	4956	-726	17	267
-14828	-24	4960	-757	86	192
-14844	-200	4916	-598	86	177
-14708	-104	4836	-381	129	113
-14748	-88	4972	-228	212	48
-14972	-16	4992	-154	177	-3
-14852	-92	4856	-61	280	-91
-15012	-8	4904	-47	185	-137
-15168	68	4936	-229	101	-188
-14936	12	5084	-268	-36	-286
-14828	132	4904	-164	-64	-400
-14928	188	5036	-111	-44	-475
-14948	140	5120	-113	-112	-450
-14952	176	5072	-113	-94	-313
-14800	360	5036	-152	-71	-209
-14968	192	5008	-176	-50	-113
-14984	212	5048	-170	-83	-37
-14964	228	5124	-166	-165	-53
-14864	348	4992	-244	-254	-61
-14836	376	4988	-442	-255	-36
-14816	56	5100	-503	-249	47
-14684	132	4976	-496	-117	177
-14792	56	5008	-387	28	239
-14792	112	5032	-278	23	253
-14880	68	4872	-275	60	184
-14872	112	4976	-267	-24	70
-14644	212	4740	-402	-16	-29
-14576	4	4884	-444	83	21
-14644	-72	4912	-382	207	11
-14784	40	4900	-266	361	83
-14780	40	4972	-360	421	71
-14808	124	5076	-140	393	-16
-14744	76	4940	-134	336	-169
-14924	60	4872	-208	214	-190
-14768	112	5088	-250	192	-126
-14820	212	5216	-349	259	-44
-14892	180	4996	-434	167	-11
-14920	268	4892	-541	138	-87
-14872	172	5000	-597	36	-184
-14688	128	5104	-630	1	-170
-14808	76	5096	-448	-4	-199
-14916	172	5024	-402	64	-198
-15036	72	5040	-388	62	-126
-14948	116	4980	-344	69	-94
-14932	188	5008	-369	130	-59
-15004	212	5084	-409	73	-26
-14868	216	5040	-522	12	-60
-14792	280	4904	-605	-66	-133
-14692	92	4816	-602	-2	-160
-14712	164	4804	-647	76	-86
-14780	0	4924	-536	302	60
-14812	-68	5056	-313	401	202
-14984	-80	4972	-112	495	247
-14980	68	4904	-1	430	234
-15080	4	5052	-4	363	101
-15052	108	4908	-14	286	-38
-14992	208	5044	-172	232	-101
-14836	120	5040	-311	149	-147
-14824	36	5088	-366	63	-149
-14820	12	5104	-387	38	-99
-14896	56	4860	-364	-51	-146
-15200	144	4972	-314	-109	-217
-14976	52	4904	-314	-286	-333
-14892	152	4816	-314	-283	-391
-14816	156	4588	-296	-275	-390
-14776	32	4624	-353	-157	-332
-14852	72	4796	-91	-13	-162
-14956	116	4816	-219	63	-79
-14896	188	4788	-192	80	-106
-14920	144	4600	-215	114	-156
-15040	68	4736	-198	76	-207
-14800	300	4792	-352	60	-194
-15000	116	4996	-510	168	-75
-14816	212	4900	-501	205	-5
-14956	112	4844	-492	224	74
